SigUFPrincipal;SigTipoGeracao;DscOrigemCombustivel;DscFonteCombustivel;NomFonteCombustivel;MdaGarantiaFisicaKw;DscTipoOutorga
MG;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;13910.0;Autorização
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SC;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;16700.0;Concessão
GO;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Autorização
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RJ;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;19530.0;Autorização
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;25170.0;Concessão
DF;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;12230.0;Concessão
MG;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1900.0;Concessão
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1090.0;Registro
AM;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Autorização
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RS;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1950.0;Concessão
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RS;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;16940.0;Autorização
RS;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;107500.0;Concessão
RS;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;67600.0;Concessão
PE;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
BA;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;10.0;Concessão
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;10600.0;Autorização
PR;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;8060.0;Autorização
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;289500.0;Concessão
RJ;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;29600.0;Concessão
SC;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;14080.0;Concessão
PR;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;9240.0;Autorização
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;6180.0;Concessão
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RJ;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;6500.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;13530.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;29600.0;Concessão
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;710.0;Registro
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;550.0;Registro
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RO;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Autorização
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MG;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;11900.0;Autorização
MG;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
MG;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;38400.0;Concessão
SP;UTE;Fóssil;Petróleo;Óleo Combustível;345700.0;Concessão
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;90.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;5790.0;Concessão
RO;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MT;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;127600.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;186000.0;Concessão
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;11630.0;Concessão
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;886800.0;Concessão
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Concessão
PA;UTE;Fóssil;Petróleo;Óleo Combustível;0.0;Autorização
SC;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;16670.0;Autorização
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
BA;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;5210.0;Concessão
MT;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;4200.0;Concessão
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;93900.0;Concessão
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1960.0;Registro
SC;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;55000.0;Concessão
SC;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1640.0;Autorização
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;64600.0;Concessão
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;11840.0;Concessão
RS;UTE;Fóssil;Petróleo;Óleo Combustível;0.0;Autorização
PR;UTE;Fóssil;Petróleo;Gás de Refinaria;0.0;Autorização
SP;UTE;Fóssil;Petróleo;Gás de Refinaria;0.0;Autorização
BA;UTE;Fóssil;Petróleo;Gás de Refinaria;0.0;Autorização
SP;UTE;Fóssil;Petróleo;Gás de Refinaria;0.0;Autorização
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;460.0;Registro
BA;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
ES;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;9400.0;Concessão
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;380.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MG;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;2150.0;Concessão
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;5790.0;Concessão
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PR;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;5850.0;Concessão
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;490.0;Registro
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RO;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UTE;Biomassa;Floresta;Resíduos Florestais;0.0;Autorização
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;110.0;Registro
GO;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;3000.0;Concessão
MT;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;11320.0;Autorização
MT;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
ES;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;27700.0;Concessão
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;173600.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;54400.0;Concessão
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;730.0;Registro
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;790.0;Registro
MT;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
AP;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PR;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;553300.0;Concessão
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Concessão
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MG;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;2210.0;Autorização
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;570.0;Registro
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;49700.0;Concessão
PR;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;600.0;Registro
PR;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;487300.0;Concessão
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PR;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;755100.0;Concessão
SC;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;6280.0;Autorização
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SC;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;16350.0;Concessão
BA;UTE;Biomassa;Resíduos Sólidos Urbanos;Biogás - RU;8500.0;Autorização
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RO;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;88100.0;Concessão
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;28900.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;26600.0;Concessão
GO;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1151500.0;Concessão
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;690.0;Registro
PR;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;552800.0;Concessão
GO;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;605700.0;Concessão
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;350.0;Concessão
BA;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;19620.0;Autorização
BA;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;504500.0;Concessão
TO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;2710.0;Autorização
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;36700.0;Concessão
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;310.0;Registro
SP;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
ES;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;21600.0;Concessão
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
ES;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
TO;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;760.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
CE;EOL;Eólica;Cinética do Vento;Cinética do Vento;0.0;Registro
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;195400.0;Concessão
MT;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;7440.0;Concessão
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;330.0;Registro
MG;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1280.0;Concessão
MT;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;650.0;Concessão
PA;UTE;Biomassa;Floresta;Resíduos Florestais;0.0;Registro
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;206700.0;Concessão
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;430.0;Registro
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;3390.0;Concessão
PE;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Concessão
PA;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;4019100.0;Concessão
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;250.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;10100.0;Autorização
SP;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Autorização
RS;UTE;Fóssil;Gás Natural;Gás Natural;565100.0;Autorização
PE;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;7700.0;Autorização
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;1400.0;Autorização
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;219100.0;Concessão
SC;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;7360.0;Autorização
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RJ;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;6320.0;Autorização
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;610.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Combustível;0.0;Registro
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RO;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RJ;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;17070.0;Autorização
AP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;211300.0;Concessão
MG;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;3420.0;Concessão
AM;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;4600.0;Autorização
ES;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;12950.0;Autorização
MS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;520.0;Registro
SP;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;5070.0;Concessão
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;18400.0;Autorização
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;230.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RS;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SC;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;16200.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;5900.0;Autorização
GO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Concessão
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MT;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
RS;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;72500.0;Concessão
TO;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1160.0;Registro
RS;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;176100.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;3030.0;Concessão
RO;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
BA;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;10910.0;Concessão
BA;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;10.0;Concessão
BA;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;10.0;Concessão
BA;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;2225000.0;Concessão
BA;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;3740.0;Concessão
SE;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;2042400.0;Concessão
ES;UTE;Fóssil;Petróleo;Outros Energéticos de Petróleo;0.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;13500.0;Autorização
SP;UTE;Fóssil;Petróleo;Outros Energéticos de Petróleo;0.0;Autorização
AM;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;4800.0;Autorização
RJ;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
SP;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;6990.0;Concessão
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;2870.0;Registro
RO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MS;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;43400.0;Concessão
SC;UTE;Fóssil;Carvão Mineral;Carvão Mineral;198000.0;Autorização
SC;UTE;Fóssil;Carvão Mineral;Carvão Mineral;329000.0;Autorização
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;730.0;Registro
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;2280.0;Registro
SP;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;11590.0;Concessão
SP;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;4500.0;Concessão
MT;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;3080.0;Concessão
MT;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1180.0;Concessão
MT;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;3670.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;227100.0;Concessão
SE;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;474800.0;Concessão
RJ;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;115000.0;Concessão
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;45200.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Concessão
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PA;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;24800.0;Concessão
SP;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;12700.0;Concessão
AM;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
MG;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;720.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PR;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1540.0;Concessão
RO;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SP;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;4680.0;Concessão
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
PR;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MG;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
MT;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
ES;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
SC;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;220.0;Registro
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Concessão
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;58800.0;Concessão
MG;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;4650.0;Autorização
MG;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;73800.0;Concessão
MT;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MT;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;19950.0;Autorização
RR;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Registro
PE;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
TO;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;1590.0;Autorização
SP;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;3700.0;Concessão
RJ;UTE;Fóssil;Gás Natural;Gás Natural;732700.0;Autorização
MT;UHE;Hídrica;Potencial Hidráulico;Potencial Hidráulico;106400.0;Concessão
SP;UTE;Fóssil;Petróleo;Outros Energéticos de Petróleo;0.0;Autorização
AM;UTE;Fóssil;Gás Natural;Gás Natural;0.0;Autorização
SP;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
BA;UTE;Fóssil;Gás Natural;Gás Natural;100700.0;Autorização
MT;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
RS;CGH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;0.0;Registro
MT;PCH;Hídrica;Potencial Hidráulico;Potencial Hidráulico;18360.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;6300.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;2900.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;0.0;Registro
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;13600.0;Autorização
SP;UTE;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;11650.0;Autorização
